class,cutoff,tp,tn,fp,fn
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.1,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,5,1,1
leak_beforeCompressor,0.2,0,5,1,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,5,1,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.2,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,5,1,1
leak_beforeCompressor,0.3,0,5,1,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,5,1,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.3,0,6,0,1
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,0,5,1,1
leak_beforeCompressor,0.4,0,5,1,1
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,6,0,0
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,0,5,1,1
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,6,0,0
leak_beforeCompressor,0.4,0,6,0,1
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.4,1,2,4,0
leak_beforeCompressor,0.5,1,2,4,0
leak_beforeCompressor,0.5,0,5,1,1
