sample,time,solved,E2.Tsi,E2.Tti,K1.P1,M1.PV,M2.PV,M3.PV,R1.T2,R1.Xmax,R1.tau,S4.W,SNK1.P,SNK1.T,SNK1.z[C2H4O],SNK1.z[C2H4],SNK1.z[CO2],SRCE1.P,SRCE1.T,SRCE1.W,SRCR1.M[C2H4],SRCR1.M[O2],SRCR1.P,SRCR1.T,XC1.SP,XC2.SP,XV1.Pos,XV2.Pos,XV3.Pos
112,30,True,33.57037392447012,285.66590905794783,1.6452149626869161,153.6274847011154,96.01143254458123,23.69541169545913,46.30567369097065,0.0,21.83347552345917,96.01143254458123,21.83645267408929,46.305673690825245,2.294800970450317e-05,0.2715204400787809,0.05192779349625818,2.0209923610457,33.567389246863286,659.9002420926083,4343.72262211427,1191.66263646532,2.01968325726978,25.22736967549531,150.00000000000006,96.0,1.0,1.0,0.2134350857837345
112,40,True,33.570415359915046,284.41920926897467,1.6299436419989828,152.10818848088826,95.9951267131171,23.13468938285726,46.30567369097065,0.0,23.88263896340956,95.9951267131171,21.360822295037,46.305673690665685,2.3036038409595567e-05,0.27059222679987194,0.051996812354630544,2.0209923610457,33.567389246863286,659.9002420926083,4343.72262211427,1191.66263646532,2.01968325726978,25.22736967549531,150.00000000000006,96.0,1.0,1.0,0.21007638812350796
112,60,True,33.570415972819205,284.96296585480275,1.632123021609134,151.62548476363668,95.99539842845577,23.215535158838144,46.30567369097065,0.018375521149233395,25.40840792315032,95.99539842845576,21.51557785974546,46.3056736908469,2.3315651536521677e-05,0.2694765826088273,0.05207976266598391,2.0209923610457,33.567389246863286,659.9002420926083,4343.72262211427,1191.66263646532,2.01968325726978,25.22736967549531,150.00000000000006,96.0,1.0,1.0,0.21053752060780836
112,80,True,33.570415972949434,285.4598446664985,1.6369265323399527,151.8837012160202,95.99959569494956,23.392299603140536,46.30567369097065,0.004817057859270677,25.16143057006341,95.99959569494958,21.689202766616212,46.305673683041334,2.3443256028576777e-05,0.2689633078475612,0.05211792567278401,2.0209923610457,33.567389246863286,659.9002420926083,4343.72262211427,1191.66263646532,2.01968325726978,25.22736967549531,150.00000000000006,96.0,1.0,1.0,0.2115775445179039
112,100,True,33.570415972949434,285.51182654101535,1.6376599783531176,151.9537469947972,96.00018726993424,23.419305649148228,46.30567369097065,7.278951181580591e-05,25.025103416338336,96.00018726993424,21.711048386679003,46.305673687434364,2.3478119077502983e-05,0.26873051807187465,0.05213523475912091,2.0209923610457,33.567389246863286,659.9002420926083,4343.72262211427,1191.66263646532,2.01968325726978,25.22736967549531,150.00000000000006,96.0,1.0,1.0,0.21173817910581913
113,0,True,20.00145711418338,295.15077756293374,1.7352214244125808,151.06994867407263,96.0,27.32033023016378,46.30567369097065,7.794678431502822e-05,30.188392448585056,96.0,25.901339594480486,46.30567369097071,2.3430705511000126e-05,0.27387551680111477,0.051752656327979644,1.5,20.0,463.1973741460559,4464.0,1195.4,2.0,25.0,150.00000000000006,96.0,1.0,1.0,0.24723652160389975
113,2,True,29.204133597341183,295.3533106234139,1.7483421170199493,151.79571022229135,95.96568363699241,27.341130086859213,46.30567369097065,0.0,28.588898895795243,95.96568363699241,25.87457694808385,46.305673690969286,2.3425245555215166e-05,0.27386914536495843,0.051753091406808324,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.2458444707966909
113,4,True,33.164040042299575,295.3665356931841,1.7478842528376353,153.2427418412629,96.01520650833979,27.30539928178899,46.30567369097065,0.0,26.237398433053592,96.01520650833979,25.76017065774293,46.30567369084878,2.3404688942899693e-05,0.27383349736015716,0.05175552540937124,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.24579129793351256
113,6,True,34.86798552832448,295.0596909939711,1.745259586314879,154.77098417244446,96.10602967476719,27.17450023248433,46.30567369097065,0.0,23.98086358519982,96.1060296747672,25.53511999088164,46.30567369096923,2.3366692254871942e-05,0.2737519949392886,0.051761090069601674,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.24500027159889376
113,8,True,35.60119229967154,294.430916515121,1.7389951332582165,156.068424466026,96.12532356308115,26.937686881284822,46.30567369097065,0.0,22.16124416186687,96.12532356308115,25.203942316317093,46.30567369094962,2.3313227307035975e-05,0.27361631500398753,0.051770353508353635,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.24266969817358047
113,10,True,35.916690755436946,293.5345633142132,1.7301118332580137,157.01739938460395,96.13733513382965,26.607748059830463,46.30567369097065,0.0,20.78668507960755,96.13733513382965,24.786953529843732,46.305673690854974,2.3248640934857883e-05,0.2734244359736838,0.05178345361812433,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.2394707376776588
113,20,True,36.15147387696874,287.4123274937349,1.667840324358729,157.03029458624815,96.06563484542254,24.350728233050692,46.30567369097065,0.0,18.43746116735141,96.06563484542254,22.29150367701108,46.30567369090471,2.291641425386604e-05,0.27181354399454544,0.05189342837043771,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.2205509822345662
113,30,True,36.154937421105046,282.86766019088384,1.6207367870754745,153.95422912569705,96.00820053862435,22.63314323591271,46.30567369097065,0.0,20.15708949531891,96.00820053862434,20.629876110632267,46.30567369095331,2.281914818299094e-05,0.269906986628247,0.05202358060445635,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.2095955365535655
113,40,True,36.15498851565519,281.51734818538137,1.6043681041890838,151.99380681533216,95.99040526998363,22.035101313897147,46.30567369097065,0.0,22.8258382574341,95.99040526998363,20.16473490477076,46.3056734460082,2.2966305675300674e-05,0.2683944560580196,0.052126828733791444,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.20629449367331754
113,60,True,36.15498928052659,282.746498615733,1.6122468284354818,151.69159585527188,95.99401152673512,22.324829362343316,46.30567369097065,0.02909972388813645,24.542331255763578,95.99401152673512,20.555736202696263,46.30567369010254,2.3349894638887972e-05,0.2666653942123212,0.05224485227461566,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.20784410864305006
113,80,True,36.15498928069297,283.45767889977446,1.6190687081581316,152.11604134216378,95.9998524200223,22.57472242209808,46.30567369097065,0.005673623515754512,24.068112673537854,95.9998524200223,20.795075292066713,46.30567365758094,2.3491308734917036e-05,0.26590626692581737,0.052296670007392305,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.20923428513903553
113,100,True,36.15498928069297,283.4904176389093,1.6196713890365606,152.19156150358884,96.00030636873248,22.5968257280209,46.30567369097065,0.0,23.897645301921884,96.0003063687325,20.809440656023195,46.305673676389006,2.3518407017335154e-05,0.2655742739064857,0.05231933259509775,2.01512463047411,36.1519803604873,658.0214714964877,4276.27718698406,1201.22192988976,2.01517114391841,25.46145720234648,150.00000000000006,96.0,1.0,1.0,0.2093589262266253
114,0,True,20.00145711418338,295.15077756293374,1.7352214244125808,151.06994867407263,96.0,27.32033023016378,46.30567369097065,7.794678431502822e-05,30.188392448585056,96.0,25.901339594480486,46.30567369097071,2.3430705511000126e-05,0.27387551680111477,0.051752656327979644,1.5,20.0,463.1973741460559,4464.0,1195.4,2.0,25.0,150.00000000000006,96.0,1.0,1.0,0.24723652160389975
114,2,True,30.64898120568148,295.2614698292848,1.740935579270717,151.78858368122746,95.92921681440406,27.338408049943734,46.30567369097065,0.0,28.65485914624432,95.92921681440406,25.87439974146766,46.30567369096917,2.342519125570659e-05,0.27387158700527536,0.05175288981654145,1.96811344696818,38.96534528630599,642.7636500070568,4351.61117331529,1209.65657352984,2.0131329792627,25.152007160765095,150.00000000000006,96.0,1.0,1.0,0.24349520928203883
114,4,True,35.3192164969264,295.2383143132689,1.7403030421140213,153.17698998948242,95.96591112114544,27.300961219582323,46.30567369097065,0.0,26.522378320605213,95.96591112114542,25.7680485963364,46.30567369090005,2.340637332427517e-05,0.2738497008434651,0.05175418997398126,1.96811344696818,38.96534528630599,642.7636500070565,4351.61117331529,1209.65657352984,2.0131329792627,25.152007160765095,150.00000000000006,96.0,1.0,1.0,0.24334794680865765
114,6,True,37.367683115847285,294.9288723354915,1.7384930418493953,154.66713051148838,96.1060830066007,27.180258212823333,46.30567369097065,0.0,24.320607308717427,96.1060830066007,25.55829207719968,46.305673690970025,2.3371295465342453e-05,0.27379982335002084,0.05175715283308707,1.96811344696818,38.96534528630599,642.7636500070565,4351.61117331529,1209.65657352984,2.0131329792627,25.152007160765095,150.00000000000006,96.0,1.0,1.0,0.2430194255631657
114,8,True,38.26618505999983,294.31773018477884,1.7324936647672917,155.94514950969767,96.10794742670983,26.958308639902707,46.30567369097065,0.0,22.510474294152306,96.10794742670983,25.245622449838752,46.305673690959566,2.332082318849898e-05,0.2737169242997451,0.05176207712614712,1.96811344696818,38.96534528630599,642.7636500070565,4351.61117331529,1209.65657352984,2.0131329792627,25.152007160765095,150.00000000000006,96.0,1.0,1.0,0.2408081806914781
