class,cutoff,tp,tn,fp,fn
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.1,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.2,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.3,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.4,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.5,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.6,0,5,0,1
highTemp_coolingWater,0.7,0,5,0,1
highTemp_coolingWater,0.7,0,5,0,1
highTemp_coolingWater,0.7,0,5,0,1
highTemp_coolingWater,0.7,0,5,0,1
